"Dia","Mes","Ano","Caudal_Diario","date","chirps","chirts","viento","humedad","lon.x","lat.x","lon.y","lat.y","caudal_lag_1m","caudal_lag_2m","caudal_lag_3m","caudal_lag_4m","caudal_lag_5m","caudal_lag_6m","temp_lag_2m","temp_lag_3m","temp_lag_4m","temp_lag_5m","temp_lag_6m","prep_lag_1m","prep_lag_2m","prep_lag_3m","prep_lag_4m","prep_lag_5m","prep_lag_6m","NINO3.4"
11,1,1983,5.08,1983-01-11,0,32.0374841690063,-4.099991,0.01880002,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,29.6982641220093,27.9997835159302,27.820652961731,30.0423460006714,30.9979257583618,0,0,0,0,1.13655602931976,3.13195371627808,28.89
12,1,1983,4.76,1983-01-12,0,31.5059232711792,-6.099991,0.01880002,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,31.6352577209473,29.6982641220093,27.9997835159302,27.820652961731,30.0423460006714,0,0,0,0,0,1.13655602931976,28.89
13,1,1983,4.83,1983-01-13,0,31.6704540252686,-5.300003,0.017400026,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,32.0374841690063,31.6352577209473,29.6982641220093,27.9997835159302,27.820652961731,0,0,0,0,0,0,28.89
14,1,1983,7.52,1983-01-14,4.84287905693054,30.4611701965332,-6.399994,0.015900016,-84.5999339167427,10.0110108890949,-84.5999339167427,10.0110108890949,NA,NA,NA,NA,NA,NA,31.5059232711792,32.0374841690063,31.6352577209473,29.6982641220093,27.9997835159302,0,0,0,0,0,0,28.89
15,1,1983,7.73,1983-01-15,0,31.2580213546753,-4.800003,0.01670003,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,31.6704540252686,31.5059232711792,32.0374841690063,31.6352577209473,29.6982641220093,4.84287905693054,0,0,0,0,0,28.89
16,1,1983,10,1983-01-16,0,32.4483737945557,-4.300003,0.017100006,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,30.4611701965332,31.6704540252686,31.5059232711792,32.0374841690063,31.6352577209473,0,4.84287905693054,0,0,0,0,28.89
17,1,1983,8.7,1983-01-17,0,33.3794021606445,-5.399994,0.01730001,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,31.2580213546753,30.4611701965332,31.6704540252686,31.5059232711792,32.0374841690063,0,0,4.84287905693054,0,0,0,28.89
18,1,1983,7.6,1983-01-18,0,31.8362760543823,-4.199997,0.01820001,-84.5999339167427,10.0110108890949,-84.5999339167427,10.0110108890949,NA,NA,NA,NA,NA,NA,32.4483737945557,31.2580213546753,30.4611701965332,31.6704540252686,31.5059232711792,0,0,0,4.84287905693054,0,0,28.89
19,1,1983,7.34,1983-01-19,0,32.8586673736572,-1.300003,0.018000007,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,33.3794021606445,32.4483737945557,31.2580213546753,30.4611701965332,31.6704540252686,0,0,0,0,4.84287905693054,0,28.89
20,1,1983,7.08,1983-01-20,0,31.7154598236084,-3.0999908,0.018900007,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,31.8362760543823,33.3794021606445,32.4483737945557,31.2580213546753,30.4611701965332,0,0,0,0,0,4.84287905693054,28.89
21,1,1983,6.34,1983-01-21,0,32.2078590393066,3,0.020200014,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,32.8586673736572,31.8362760543823,33.3794021606445,32.4483737945557,31.2580213546753,0,0,0,0,0,0,28.89
22,1,1983,6.1,1983-01-22,0,30.7299575805664,3.9000092,0.019800007,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,31.7154598236084,32.8586673736572,31.8362760543823,33.3794021606445,32.4483737945557,0,0,0,0,0,0,28.89
23,1,1983,5.64,1983-01-23,0,31.9315166473389,0.1000061,0.021500021,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,32.2078590393066,31.7154598236084,32.8586673736572,31.8362760543823,33.3794021606445,0,0,0,0,0,0,28.89
24,1,1983,5.42,1983-01-24,0,32.6665916442871,-2.699997,0.019800007,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,30.7299575805664,32.2078590393066,31.7154598236084,32.8586673736572,31.8362760543823,0,0,0,0,0,0,28.89
25,1,1983,5.19,1983-01-25,3.23126101493835,31.6064596176147,0.1000061,0.018300027,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,31.9315166473389,30.7299575805664,32.2078590393066,31.7154598236084,32.8586673736572,0,0,0,0,0,0,28.89
26,1,1983,5.42,1983-01-26,0,33.0597038269043,-1.199997,0.018100023,-84.5999339167427,10.0110108890949,-84.3401607513215,10.1932754810708,NA,NA,NA,NA,NA,NA,32.6665916442871,31.9315166473389,30.7299575805664,32.2078590393066,31.7154598236084,3.23126101493835,0,0,0,0,0,28.89
